Transaction_ID,Date,GL_Code,Account,Description,DEBIT,CREDIT
creditcard-1-24,2023-01-10,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: AMK WALMART J STREET BENTONVIL,,1.92
creditcard-1-25,2023-01-11,600503.0,Grocery,GROCERY STORES OR SUPERMARKETS: WAL-MART #0001 ROGERS,36.92,
creditcard-1-26,2023-01-11,200101.0,EdwardJones MasterCard,GROCERY STORES OR SUPERMARKETS: WAL-MART #0001 ROGERS,,36.92
creditcard-1-27,2023-01-11,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: AMK WALMART J STREET BENTONVIL,1.92,
creditcard-1-28,2023-01-11,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: AMK WALMART J STREET BENTONVIL,,1.92
creditcard-1-29,2023-01-11,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: AMK WALMART J STREET 831-20198,9.84,
creditcard-1-30,2023-01-11,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: AMK WALMART J STREET 831-20198,,9.84
creditcard-1-31,2023-01-13,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: AMK WALMART J STREET 831-20198,5.79,
creditcard-1-32,2023-01-13,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: AMK WALMART J STREET 831-20198,,5.79
creditcard-1-33,2023-01-13,601003.0,Misc - Discount Store,DISCOUNT STORES: WALMART.COM 8009666546 800-966-6,104.26,
creditcard-1-34,2023-01-13,200101.0,EdwardJones MasterCard,DISCOUNT STORES: WALMART.COM 8009666546 800-966-6,,104.26
creditcard-1-35,2023-01-13,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,10.13,
creditcard-1-36,2023-01-13,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,,10.13
creditcard-1-37,2023-01-13,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: AMK WALMART J STREET BENTONVIL,1.92,
creditcard-1-38,2023-01-13,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: AMK WALMART J STREET BENTONVIL,,1.92
creditcard-1-39,2023-01-17,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: MCDONALD'S F32861 ROGERS,10.71,
creditcard-1-40,2023-01-17,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: MCDONALD'S F32861 ROGERS,,10.71
creditcard-1-41,2023-01-17,600503.0,Grocery,GROCERY STORES OR SUPERMARKETS: WAL-MART #5837 ROGERS,56.49,
creditcard-1-42,2023-01-17,200101.0,EdwardJones MasterCard,GROCERY STORES OR SUPERMARKETS: WAL-MART #5837 ROGERS,,56.49
creditcard-1-43,2023-01-17,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,10.24,
creditcard-1-44,2023-01-17,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,,10.24
creditcard-1-45,2023-01-17,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,10.63,
creditcard-1-46,2023-01-17,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,,10.63
creditcard-1-47,2023-01-17,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: TACOS 4 LIFE 007 ONLIN 479-225-9,11.1,
creditcard-1-48,2023-01-17,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: TACOS 4 LIFE 007 ONLIN 479-225-9,,11.1
creditcard-1-49,2023-01-17,600503.0,Grocery,GROCERY STORES OR SUPERMARKETS: WAL-MART #5260 ROGERS,27.54,
creditcard-1-50,2023-01-17,200101.0,EdwardJones MasterCard,GROCERY STORES OR SUPERMARKETS: WAL-MART #5260 ROGERS,,27.54
creditcard-1-51,2023-01-18,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,10.39,
creditcard-1-52,2023-01-18,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,,10.39
creditcard-1-53,2023-01-18,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: AMK WALMART J STREET BENTONVIL,1.92,
creditcard-1-54,2023-01-18,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: AMK WALMART J STREET BENTONVIL,,1.92
creditcard-1-55,2023-01-18,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: AMK WALMART J STREET 831-20198,5.79,
creditcard-1-56,2023-01-18,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: AMK WALMART J STREET 831-20198,,5.79
creditcard-1-57,2023-01-19,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,14.78,
creditcard-1-58,2023-01-19,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,,14.78
creditcard-1-59,2023-01-19,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: AMK WALMART J STREET 831-20198,9.84,
creditcard-1-60,2023-01-19,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: AMK WALMART J STREET 831-20198,,9.84
creditcard-1-61,2023-01-20,601018.0,Misc - Government Services,GOVERNMENT SERVICES (NEC) OR FIRE DEPARTMENTS: AR.GOV/STPAYMENT 501324890,203.14,
creditcard-1-62,2023-01-20,200101.0,EdwardJones MasterCard,GOVERNMENT SERVICES (NEC) OR FIRE DEPARTMENTS: AR.GOV/STPAYMENT 501324890,,203.14
creditcard-1-63,2023-01-20,600502.0,Food - Restaurants,RESTAURANTS OR EATING PLACES: MIRABELLAS TABLE ROGERS,37.73,
creditcard-1-64,2023-01-20,200101.0,EdwardJones MasterCard,RESTAURANTS OR EATING PLACES: MIRABELLAS TABLE ROGERS,,37.73
creditcard-1-65,2023-01-20,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: FIREHOUSE SUBS 0398 QS BATONVILL,4.18,
creditcard-1-66,2023-01-20,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: FIREHOUSE SUBS 0398 QS BATONVILL,,4.18
creditcard-1-67,2023-01-23,601008.0,Misc - Online Store,COMPUTER SOFTWARE STORES: ARKANSASLIVESCAN.COM FORT SMIT,20.0,
creditcard-1-68,2023-01-23,200101.0,EdwardJones MasterCard,COMPUTER SOFTWARE STORES: ARKANSASLIVESCAN.COM FORT SMIT,,20.0
creditcard-1-69,2023-01-23,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,14.78,
creditcard-1-70,2023-01-23,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,,14.78
creditcard-1-71,2023-01-23,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,15.48,
creditcard-1-72,2023-01-23,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,,15.48
creditcard-1-73,2023-01-23,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: PANDA EXPRESS #2171 P 800877898,12.15,
creditcard-1-74,2023-01-23,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: PANDA EXPRESS #2171 P 800877898,,12.15
creditcard-1-75,2023-01-23,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: TACOS 4 LIFE 007 ONLIN 479-225-9,12.24,
creditcard-1-76,2023-01-23,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: TACOS 4 LIFE 007 ONLIN 479-225-9,,12.24
creditcard-1-77,2023-01-23,600503.0,Grocery,GROCERY STORES OR SUPERMARKETS: WAL-MART #5837 ROGERS,74.48,
creditcard-1-78,2023-01-23,200101.0,EdwardJones MasterCard,GROCERY STORES OR SUPERMARKETS: WAL-MART #5837 ROGERS,,74.48
creditcard-1-79,2023-01-23,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: WHATABURGER 1089 ROGERS,11.37,
creditcard-1-80,2023-01-23,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: WHATABURGER 1089 ROGERS,,11.37
creditcard-1-81,2023-01-24,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: AMK WALMART J STREET 831-20198,10.81,
creditcard-1-82,2023-01-24,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: AMK WALMART J STREET 831-20198,,10.81
creditcard-1-83,2023-01-24,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: AMK WALMART J STREET BENTONVIL,1.92,
creditcard-1-84,2023-01-24,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: AMK WALMART J STREET BENTONVIL,,1.92
creditcard-1-85,2023-01-25,600201.0,Gas - AUTOMATED FUEL DISPENSERS,AUTOMATED FUEL DISPENSERS: WAL-MART #5837 ROGERS,66.16,
creditcard-1-86,2023-01-25,200101.0,EdwardJones MasterCard,AUTOMATED FUEL DISPENSERS: WAL-MART #5837 ROGERS,,66.16
creditcard-1-87,2023-01-25,600401.0,Internet,CABLE AND OTHER PAY TELEVISION SERVICES: ATT*BILL PAYMENT 800-288-2,65.95,
creditcard-1-88,2023-01-25,200101.0,EdwardJones MasterCard,CABLE AND OTHER PAY TELEVISION SERVICES: ATT*BILL PAYMENT 800-288-2,,65.95
creditcard-1-89,2023-01-26,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,10.39,
creditcard-1-90,2023-01-26,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,,10.39
creditcard-1-91,2023-01-27,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,14.78,
creditcard-1-92,2023-01-27,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,,14.78
creditcard-1-93,2023-01-27,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: AMK WALMART J STREET BENTONVIL,1.92,
creditcard-1-94,2023-01-27,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: AMK WALMART J STREET BENTONVIL,,1.92
creditcard-1-95,2023-01-27,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: AMK WALMART J STREET 831-20198,9.4,
creditcard-1-96,2023-01-27,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: AMK WALMART J STREET 831-20198,,9.4
creditcard-1-97,2023-01-27,600503.0,Grocery,GROCERY STORES OR SUPERMARKETS: WAL-MART #5260 ROGERS,10.95,
creditcard-1-98,2023-01-27,200101.0,EdwardJones MasterCard,GROCERY STORES OR SUPERMARKETS: WAL-MART #5260 ROGERS,,10.95
creditcard-1-99,2023-01-30,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,10.39,
creditcard-1-100,2023-01-30,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,,10.39
creditcard-1-101,2023-01-30,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,9.3,
creditcard-1-102,2023-01-30,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,,9.3
creditcard-1-103,2023-01-30,600601.0,"Hobbies - hobby, toy or games stores",MISCELLANEOUS & SPECIALTY STORES: TCGPLAYER.COM 315501047,73.75,
creditcard-1-104,2023-01-30,200101.0,EdwardJones MasterCard,MISCELLANEOUS & SPECIALTY STORES: TCGPLAYER.COM 315501047,,73.75
creditcard-1-105,2023-01-30,600502.0,Food - Restaurants,RESTAURANTS OR EATING PLACES: WALK ONS BISTREAUX & B ROGERS,17.0,
creditcard-1-106,2023-01-30,200101.0,EdwardJones MasterCard,RESTAURANTS OR EATING PLACES: WALK ONS BISTREAUX & B ROGERS,,17.0
creditcard-1-107,2023-01-30,600501.0,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: WHATABURGER 1089 ROGERS,11.38,
creditcard-1-108,2023-01-30,200101.0,EdwardJones MasterCard,FAST FOOD RESTAURANTS: WHATABURGER 1089 ROGERS,,11.38
creditcard-1-109,2023-01-30,600503.0,Grocery,GROCERY STORES OR SUPERMARKETS: WM SUPERCENTER #5837 479-254-1,34.94,
creditcard-1-110,2023-01-30,200101.0,EdwardJones MasterCard,GROCERY STORES OR SUPERMARKETS: WM SUPERCENTER #5837 479-254-1,,34.94
creditcard-1-111,2023-01-31,600604.0,Entertainment - digital goods: games,DIGITAL GOODS: GAMES: STEAM PURCHASE 425-95229,3.24,
creditcard-1-112,2023-01-31,200101.0,EdwardJones MasterCard,DIGITAL GOODS: GAMES: STEAM PURCHASE 425-95229,,3.24
paystub-1-1,2023-01-05,100101.0,Free Checking Bank OZK,Cash from paystub,1712.29,
paystub-1-2,2023-01-05,100202.0,Associate Stock Purchase Plan - Computer Share,STOCK PURCH,70.0,
paystub-1-3,2023-01-05,100202.0,Associate Stock Purchase Plan - Computer Share,CO STK CONT,10.5,
paystub-1-4,2023-01-05,100305.0,Walmart Roth 401k - Merrill ,ROTH 401K,274.62,
paystub-1-5,2023-01-05,100304.0,Health Savings Account Investment,HSA CONTR *,50.0,
paystub-1-6,2023-01-05,500201.0,Federal Income Tax,FEDERAL TAX,287.65,
paystub-1-7,2023-01-05,500202.0,Social Security Tax,SOCIAL SECURITY,164.96,
paystub-1-8,2023-01-05,500203.0,Medicare Tax,MEDICARE,38.58,
paystub-1-9,2023-01-05,500204.0,State Income Tax,ARKANSAS,102.0,
paystub-1-10,2023-01-05,500101.0,Medical Insurance,INS MED U *,35.0,
paystub-1-11,2023-01-05,500102.0,Dental Insurance,INS DEN U *,8.3,
paystub-1-12,2023-01-05,500103.0,Vision Insurance,INS VIS *,2.76,
paystub-1-13,2023-01-05,400101.0,Regular Earnings - Walmart Salary,REGULAR,,2746.16
paystub-1-14,2023-01-05,400103.0,Walmart Stock Match,CO STK,,10.5
paystub-1-15,2023-01-19,100101.0,Free Checking Bank OZK,Cash from paystub,1711.34,
paystub-1-16,2023-01-19,100202.0,Associate Stock Purchase Plan - Computer Share,STOCK PURCH,70.0,
paystub-1-17,2023-01-19,100202.0,Associate Stock Purchase Plan - Computer Share,CO STK CONT,10.5,
paystub-1-18,2023-01-19,100305.0,Walmart Roth 401k - Merrill ,ROTH 401K,274.62,
paystub-1-19,2023-01-19,100304.0,Health Savings Account Investment,HSA CONTR *,50.0,
paystub-1-20,2023-01-19,500201.0,Federal Income Tax,FEDERAL TAX,287.29,
paystub-1-21,2023-01-19,500202.0,Social Security Tax,SOCIAL SECURITY,164.85,
paystub-1-22,2023-01-19,500203.0,Medicare Tax,MEDICARE,38.55,
paystub-1-23,2023-01-19,500204.0,State Income Tax,ARKANSAS,101.8,
paystub-1-24,2023-01-19,500101.0,Medical Insurance,INS MED U *,36.67,
paystub-1-25,2023-01-19,500102.0,Dental Insurance,INS DEN U *,8.29,
paystub-1-26,2023-01-19,500103.0,Vision Insurance,INS VIS *,2.75,
paystub-1-27,2023-01-19,400101.0,Regular Earnings - Walmart Salary,REGULAR,,2746.16
paystub-1-28,2023-01-19,400103.0,Walmart Stock Match,CO STK,,10.5
